system,dataset,repeat,MAPE,MAE,RMSE
batlik,strawberry.csv,17,0.053351639526620295,0.09082413975333618,0.12523808835028988
batlik,strawberry.csv,18,0.05708322933463399,0.09899153016066625,0.13814235192380833
batlik,strawberry.csv,19,0.05583596358545267,0.09508715446541076,0.13082366590008365
batlik,strawberry.csv,20,0.05540562629367177,0.09451618432489689,0.1312143162112906
batlik,strawberry.csv,21,0.05532636750311269,0.09695118422067682,0.1351555668260343
batlik,strawberry.csv,22,0.05415589857451073,0.09407045134988697,0.1310809617131666
batlik,strawberry.csv,23,0.05187148521496728,0.09002485573786756,0.12210104489172416
batlik,strawberry.csv,24,0.055048478260455495,0.09640083384152097,0.13560994852293876
batlik,strawberry.csv,25,0.05476196386078712,0.09200782554384221,0.12509623565417452
batlik,strawberry.csv,26,0.055044780472509464,0.09556161075391431,0.1333040521341894
batlik,strawberry.csv,27,0.056846972911066676,0.09806548500268858,0.13543357068612102
batlik,strawberry.csv,28,0.05749480583056779,0.10020182013060874,0.13922725667847716
batlik,strawberry.csv,29,0.05004425846763792,0.08818548521226141,0.12766805632574926
batlik,village.csv,0,0.5818418330959445,1.8033663420677912,2.4467702509222016
batlik,village.csv,1,0.5573846048906949,1.7370614211671418,2.348151806483164
batlik,village.csv,2,0.5817857280836284,1.8445476396420775,2.5350356450655447
batlik,village.csv,3,0.5876680447064252,1.804459811161351,2.4319026248135645
batlik,village.csv,4,0.5699520223576928,1.8382207966478659,2.5629942190280492
batlik,village.csv,5,0.5778491476505857,1.7858609320325816,2.3791275170925643
batlik,village.csv,6,0.6106255561774473,1.7750253791235704,2.351007936781583
batlik,village.csv,7,0.5870680181393766,1.87496657608482,2.6028134772836493
batlik,village.csv,8,0.5556723218428397,1.757268181234785,2.4058435815789663
batlik,village.csv,9,0.548276085511502,1.8067633425759435,2.4730339226658735
batlik,village.csv,10,0.5626141018531089,1.7850925432068578,2.450753698793048
batlik,village.csv,11,0.5663477445333309,1.8421554992066034,2.6017948538131694
batlik,village.csv,12,0.5616393423090295,1.8092950887165808,2.5012782271754235
batlik,village.csv,13,0.5757051883312673,1.7782269780467996,2.3647181902863097
batlik,village.csv,14,0.5723740091136595,1.8633982187335727,2.6231507034349244
batlik,village.csv,15,0.5827392797409912,1.7299860087855266,2.282005129987702
batlik,village.csv,16,0.5955809169882963,1.8574858584767608,2.5460564582179765
batlik,village.csv,17,0.5904346053356018,1.7941952825630376,2.377841949258159
batlik,village.csv,18,0.5713502872611073,1.8599601447355256,2.5470857228443404
batlik,village.csv,19,0.5764870628636698,1.797058738943458,2.4074046917433893
batlik,village.csv,20,0.5596571508827816,1.793766162579393,2.5175061525654114
batlik,village.csv,21,0.5443056998749742,1.795920549017655,2.5319998552586087
batlik,village.csv,22,0.5475267332267832,1.7765345835835455,2.4934674312420486
batlik,village.csv,23,0.5507469116961512,1.7566042437971763,2.351415075695403
batlik,village.csv,24,0.544942226641391,1.8188201966810746,2.532249218350292
batlik,village.csv,25,0.5977101010964085,1.7699191617068641,2.352000999409866
batlik,village.csv,26,0.5669528035537855,1.8126417806036546,2.489877557104179
batlik,village.csv,27,0.5705014000216803,1.8522952231388443,2.524143908261562
batlik,village.csv,28,0.5606136064347451,1.8818087230403053,2.6831994914198942
batlik,village.csv,29,0.5286121432472807,1.7582261517445779,2.467328955678843
dconvert,jpeg-large.csv,0,0.13334373624333465,0.41481576929450825,0.5603826646331627
dconvert,jpeg-large.csv,1,0.13685296567890087,0.43057257822969847,0.5868944004221228
dconvert,jpeg-large.csv,2,0.13391162105245732,0.41204400466567154,0.5635290925855501
dconvert,jpeg-large.csv,3,0.130996385382123,0.4182882821968102,0.5798086665480858
dconvert,jpeg-large.csv,4,0.13230629631253626,0.41069004326238573,0.5585257361265565
dconvert,jpeg-large.csv,5,0.13113425933524953,0.4124270232536737,0.5698722608441338
dconvert,jpeg-large.csv,6,0.13567447969377058,0.4044154716622308,0.5358426416208432
dconvert,jpeg-large.csv,7,0.13744762868420693,0.42654271772329333,0.5713677180513331
dconvert,jpeg-large.csv,8,0.13821116973791636,0.4168236499114488,0.5463737669322548
