system,dataset,MAPE_avg,MAE_avg,RMSE_avg,MAPE_std,MAE_std,RMSE_std,num_repeats
x264,Johnny_1280x720_60_short.y4m.csv,0.8778043185607821,2.5742192553808776,3.3716160006271143,0.0450785503403415,0.04989095307500984,0.07723092592336954,30
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,0.7744159656602745,8.726610400913339,11.31210512704207,0.038240641287706705,0.16811530239718941,0.23630133491972233,30
x264,pedestrian_area_1080p25_short.y4m.csv,0.7087109991792205,3.5748322433668496,4.633773830397319,0.03545097011466773,0.06635733994755866,0.08297044564800546,30
x264,riverbed_1080p25_short.y4m.csv,0.653848828636713,6.684369832591438,8.84981646238685,0.03353182498890911,0.12661190835300945,0.1635414534848269,30
x264,sd_bridge_close_cif_short.y4m.csv,0.5148235074075622,0.14137629268806096,0.18165947822108378,0.022596596100368533,0.0024642696223385043,0.003494196993405059,30
x264,sd_city_4cif_short.y4m.csv,0.8229901879730771,1.4843557154280345,1.910444219812754,0.04197983411041416,0.02648044095981516,0.03175732469714443,30
x264,sd_crew_cif_short.y4m.csv,0.6187263822638431,0.2461004755680038,0.31872695524612044,0.02948716944507422,0.004647357904527848,0.006159727088288222,30
x264,sintel_trailer_2k_720p24_short.y4m.csv,0.5114340826247055,0.3703355263017648,0.4679408395049822,0.02219204503024962,0.006938763242532569,0.00993032115241031,30
xz,ambivert.wav.tar.csv,1.3417911484526035,13.099662179208517,16.971159996863122,0.06372784760354715,0.37517973792069365,0.46021588796710694,30
xz,artificl.tar.csv,0.2914115840655826,0.006389139878046467,0.007621956109049801,0.009225976639816771,0.00010487432617432426,0.00011137462752339832,30
xz,deepfield.tar.csv,0.6144695924026333,5.759176852377381,8.02954214251187,0.025184337046751683,0.15842067647295272,0.5064312752268838,30
xz,enwik8.tar.csv,1.9849715374618537,71.30568597588214,93.49307528245468,0.1015869261248029,1.7825970164074534,3.990059758237499,30
xz,fannie_mae_500k.tar.csv,0.9138178055943034,30.171335495222028,36.02948091089268,0.03903019767288693,0.5893826886059156,0.6346042008218282,30
xz,large.tar.csv,0.4308297151494519,1.8621759230726016,2.2986497418863783,0.0211314634067527,0.04269744054349273,0.044907123229675744,30
xz,misc.tar.csv,0.22573874573745442,0.08747999845067748,0.11695947392120604,0.005614627231742087,0.0015194625640701897,0.004700378594081955,30
xz,silesia.tar.csv,0.9420440421496485,61.456002191298666,77.48336742686293,0.041776023354219725,1.6864207854932813,2.2378099915183998,30
xz,uiq-32.bin.csv,1.1837877168109392,72.20609920748485,92.03940677160085,0.057868917185258335,2.1579663892974175,3.497917214006244,30
xz,uiq2-16.bin.csv,1.0577651759526256,32.04118622540065,42.8169598687086,0.05212474318664927,0.8401177698569406,1.9537898116091694,30
xz,uiq2-4.bin.csv,0.6042701163366958,4.315549082760206,5.968595635935574,0.026021305007842877,0.11794182634235566,0.2891123748428864,30
xz,uiq2-8.bin.csv,0.8015745632716799,11.906125654583247,16.601249329700025,0.03670690417086162,0.35677989817546213,1.1292550676408408,30
xz,vmlinux-5.10.tar.csv,0.28219801299856323,1.8615613932764257,2.2678600879901083,0.00978404066372074,0.04376055902066342,0.05088798046817338,30
z3,AUFNIRA_z3.637557.smt2.csv,7.635348459057247,88.48908273769142,100.01465282582255,0.37523782448469517,2.321789503370021,2.1754859723257964,30
z3,LRA_formula_277.smt2.csv,0.10990691227538049,0.31675469560054953,0.32284592166188253,0.0021435660110129748,0.002895229435473999,0.004177101878807405,30
z3,QF_AUFBV_891_sqlite3.smt2.csv,5.300283966274558,9.977906170966078,13.187842448730715,1.216115295028051,0.3191933920567195,0.7981964927810024,30
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,0.1297877441709211,0.949232393591825,1.1596792255690702,0.0034411449846607294,0.027192567690823552,0.03065007094990904,30
z3,QF_BV_bench_3176.smt2.csv,10.304403825556872,132.16775030098398,151.51268958165485,0.5540294522962198,3.2921661880304116,3.9727904374593086,30
z3,QF_BV_bench_935.smt2.csv,17.661348366413687,93.1330720009536,96.89994276044733,1.012506879843922,1.006686138316608,1.0422123507992362,30
z3,QF_LIA_tightrhombus.csv,0.720923978197518,0.5850882854047103,0.7969119475034204,0.06728463277773973,0.025063736099153595,0.022436349474813065,30
